TextContent,TextType,url,Creator,CreatedAt,IssueID,RelatedPrID,IssueCategory,IsMPLF,CleanedTextContent
"
flake8 testing of https://github.com/apache/incubator-mxnet on Python 3.7.0

$ __flake8 . --count --select=E901,E999,F821,F822,F823 --show-source --statistics__
```
/home/travis/virtualenv/python3.7.0/lib/python3.7/site-packages/pycodestyle.py:113: FutureWarning: Possible nested set at position 1
  EXTRANEOUS_WHITESPACE_REGEX = re.compile(r'[[({] | []}),;:]')
./example/reinforcement-learning/a3c/a3c.py:206:16: F821 undefined name 'robo_data'
    dataiter = robo_data.RobosimsDataIter('scenes', args.batch_size, args.input_length, web_viz=True)
               ^
./example/ssd/dataset/pycocotools/coco.py:266:41: F821 undefined name 'm'
                        img = np.ones( (m.shape[0], m.shape[1], 3) )
                                        ^
./example/ssd/dataset/pycocotools/coco.py:266:53: F821 undefined name 'm'
                        img = np.ones( (m.shape[0], m.shape[1], 3) )
                                                    ^
./example/ssd/dataset/pycocotools/coco.py:273:52: F821 undefined name 'm'
                        ax.imshow(np.dstack( (img, m*0.5) ))
                                                   ^
./example/ssd/dataset/pycocotools/coco.py:435:16: F821 undefined name 'm'
        return m
               ^
./example/ssd/symbol/common.py:209:23: F821 undefined name 'start_offset'
         min_sizes = [start_offset] + tmp.tolist()
                      ^
./example/ssd/symbol/common.py:210:46: F821 undefined name 'start_offset'
         max_sizes = tmp.tolist() + [tmp[-1]+start_offset]
                                             ^
./example/fcn-xs/image_segmentaion.py:100:60: F821 undefined name 'ctx'
    fcnxs_args[""data""] = mx.nd.array(get_data(args.input), ctx)
                                                           ^
./example/fcn-xs/image_segmentaion.py:103:60: F821 undefined name 'ctx'
    fcnxs_args[""softmax_label""] = mx.nd.empty(label_shape, ctx)
                                                           ^
./example/fcn-xs/image_segmentaion.py:104:26: F821 undefined name 'ctx'
    exector = fcnxs.bind(ctx, fcnxs_args, args_grad=None, grad_req=""null"", aux_states=fcnxs_args)
                         ^
./example/neural-style/end_to_end/model_vgg19.py:94:17: F821 undefined name 'out'
    arg_names = out.list_arguments()
                ^
./example/neural-style/end_to_end/model_vgg19.py:105:16: F821 undefined name 'out'
    executor = out.bind(ctx=ctx, args=arg_dict, args_grad=[], grad_req=""null"")
               ^
./example/sparse/factorization_machine/metric.py:111:22: F821 undefined name 'label_zero_num'
        total_area = label_zero_num * label_one_num
                     ^
./example/sparse/factorization_machine/metric.py:111:39: F821 undefined name 'label_one_num'
        total_area = label_zero_num * label_one_num
                                      ^
./example/profiler/profiler_executor.py:89:15: F821 undefined name 'search_plan'
        sym = search_plan(sym, data=data_shapes)
              ^
./example/profiler/profiler_executor.py:89:37: F821 undefined name 'data_shapes'
        sym = search_plan(sym, data=data_shapes)
                                    ^
./python/mxnet/initializer.py:700:20: F821 undefined name '_INITIALIZER_REGISTRY'
            init = _INITIALIZER_REGISTRY[klass.lower()](**kwargs)
                   ^
./python/mxnet/optimizer.py:718:34: F821 undefined name 'array'
            weight_master_copy = array(weight, ctx=weight.context, dtype=numpy.float32)
                                 ^
./python/mxnet/optimizer.py:769:16: F821 undefined name 'multiply'
        norm = multiply(v, v).asnumpy().sum()
               ^
./tests/python/unittest/test_engine_import.py:33:13: F821 undefined name 'reload'
            reload(mxnet)
            ^
./tests/nightly/model_backwards_compatibility_check/common.py:214:12: F821 undefined name 'cmp'
    return cmp(normalize(version1), normalize(version2))
           ^
./docs/mxdoc.py:75:16: F821 undefined name 'root_path'
    pdf_path = root_path + '/docs/api/r/mxnet-r-reference-manual.pdf'
               ^
22    F821 undefined name 'root_path'
22
```",IssueComment,https://github.com/apache/mxnet/issues/8270#issuecomment-409746782,cclauss,2018-08-01 22:33:32,8270,[12295],Version compatibility bug,0,"flake8 testing of [url] on Python 3.7.0 $ __flake8 . --count --select=E901,E999,F821,F822,F823 --show-source --statistics__ ``[code]``"
@cclauss I'm working on fixing these errors. Will add you to the PRs as I submit them.,IssueComment,https://github.com/apache/mxnet/issues/8270#issuecomment-409750987,vandanavk,2018-08-01 22:52:45,8270,[12295],Version compatibility bug,0,@cclauss I'm working on fixing these errors. Will add you to the PRs as I submit them.
Pylint reports undefined variables when there is a wildcard import. The list from Pylint is at https://github.com/apache/incubator-mxnet/issues/11904,IssueComment,https://github.com/apache/mxnet/issues/8270#issuecomment-409753922,vandanavk,2018-08-01 23:06:36,8270,[12295],Version compatibility bug,0,Pylint reports undefined variables when there is a wildcard import. The list from Pylint is at [url]
"[flake8](http://flake8.pycqa.org) (on Python 3.7.0) moved from finding 22 undefined names down to 19.

flake8 testing of https://github.com/apache/incubator-mxnet on Python 3.7.0

$ __flake8 . --count --select=E901,E999,F821,F822,F823 --show-source --statistics__
```
./example/reinforcement-learning/a3c/a3c.py:206:16: F821 undefined name 'robo_data'
    dataiter = robo_data.RobosimsDataIter('scenes', args.batch_size, args.input_length, web_viz=True)
               ^
./example/ssd/dataset/pycocotools/coco.py:266:41: F821 undefined name 'm'
                        img = np.ones( (m.shape[0], m.shape[1], 3) )
                                        ^
./example/ssd/dataset/pycocotools/coco.py:266:53: F821 undefined name 'm'
                        img = np.ones( (m.shape[0], m.shape[1], 3) )
                                                    ^
./example/ssd/dataset/pycocotools/coco.py:273:52: F821 undefined name 'm'
                        ax.imshow(np.dstack( (img, m*0.5) ))
                                                   ^
./example/ssd/dataset/pycocotools/coco.py:435:16: F821 undefined name 'm'
        return m
               ^
./example/ssd/symbol/common.py:209:23: F821 undefined name 'start_offset'
         min_sizes = [start_offset] + tmp.tolist()
                      ^
./example/ssd/symbol/common.py:210:46: F821 undefined name 'start_offset'
         max_sizes = tmp.tolist() + [tmp[-1]+start_offset]
                                             ^
./example/fcn-xs/image_segmentaion.py:100:60: F821 undefined name 'ctx'
    fcnxs_args[""data""] = mx.nd.array(get_data(args.input), ctx)
                                                           ^
./example/fcn-xs/image_segmentaion.py:103:60: F821 undefined name 'ctx'
    fcnxs_args[""softmax_label""] = mx.nd.empty(label_shape, ctx)
                                                           ^
./example/fcn-xs/image_segmentaion.py:104:26: F821 undefined name 'ctx'
    exector = fcnxs.bind(ctx, fcnxs_args, args_grad=None, grad_req=""null"", aux_states=fcnxs_args)
                         ^
./example/neural-style/end_to_end/model_vgg19.py:94:17: F821 undefined name 'out'
    arg_names = out.list_arguments()
                ^
./example/neural-style/end_to_end/model_vgg19.py:105:16: F821 undefined name 'out'
    executor = out.bind(ctx=ctx, args=arg_dict, args_grad=[], grad_req=""null"")
               ^
./example/sparse/factorization_machine/metric.py:111:22: F821 undefined name 'label_zero_num'
        total_area = label_zero_num * label_one_num
                     ^
./example/sparse/factorization_machine/metric.py:111:39: F821 undefined name 'label_one_num'
        total_area = label_zero_num * label_one_num
                                      ^
./example/profiler/profiler_executor.py:89:15: F821 undefined name 'search_plan'
        sym = search_plan(sym, data=data_shapes)
              ^
./example/profiler/profiler_executor.py:89:37: F821 undefined name 'data_shapes'
        sym = search_plan(sym, data=data_shapes)
                                    ^
./tests/python/unittest/test_engine_import.py:33:13: F821 undefined name 'reload'
            reload(mxnet)
            ^
./tests/nightly/model_backwards_compatibility_check/common.py:216:12: F821 undefined name 'cmp'
    return cmp(normalize(version1), normalize(version2))
           ^
./docs/mxdoc.py:75:16: F821 undefined name 'root_path'
    pdf_path = root_path + '/docs/api/r/mxnet-r-reference-manual.pdf'
               ^
19    F821 undefined name 'root_path'
19
```",IssueComment,https://github.com/apache/mxnet/issues/8270#issuecomment-411455720,cclauss,2018-08-08 15:51:06,8270,[12295],Version compatibility bug,0,"[flake8]([url] (on Python 3.7.0) moved from finding 22 undefined names down to 19. flake8 testing of [url] on Python 3.7.0 $ __flake8 . --count --select=E901,E999,F821,F822,F823 --show-source --statistics__ ``[code]``"
"With the merge of #11982, flake8 (on Python 3) is now down to 10 undefined names:

[flake8](http://flake8.pycqa.org) testing of https://github.com/apache/incubator-mxnet on Python 3.7.0

$ __flake8 . --count --select=E901,E999,F821,F822,F823 --show-source --statistics__
```
./example/reinforcement-learning/a3c/a3c.py:206:16: F821 undefined name 'robo_data'
    dataiter = robo_data.RobosimsDataIter('scenes', args.batch_size, args.input_length, web_viz=True)
               ^
./example/neural-style/end_to_end/model_vgg19.py:94:17: F821 undefined name 'out'
    arg_names = out.list_arguments()
                ^
./example/neural-style/end_to_end/model_vgg19.py:105:16: F821 undefined name 'out'
    executor = out.bind(ctx=ctx, args=arg_dict, args_grad=[], grad_req=""null"")
               ^
./example/sparse/factorization_machine/metric.py:111:22: F821 undefined name 'label_zero_num'
        total_area = label_zero_num * label_one_num
                     ^
./example/sparse/factorization_machine/metric.py:111:39: F821 undefined name 'label_one_num'
        total_area = label_zero_num * label_one_num
                                      ^
./example/profiler/profiler_executor.py:89:15: F821 undefined name 'search_plan'
        sym = search_plan(sym, data=data_shapes)
              ^
./example/profiler/profiler_executor.py:89:37: F821 undefined name 'data_shapes'
        sym = search_plan(sym, data=data_shapes)
                                    ^
./tests/python/unittest/test_engine_import.py:33:13: F821 undefined name 'reload'
            reload(mxnet)
            ^
./tests/nightly/model_backwards_compatibility_check/common.py:216:12: F821 undefined name 'cmp'
    return cmp(normalize(version1), normalize(version2))
           ^
./docs/mxdoc.py:75:16: F821 undefined name 'root_path'
    pdf_path = root_path + '/docs/api/r/mxnet-r-reference-manual.pdf'
               ^
10    F821 undefined name 'root_path'
10
```",IssueComment,https://github.com/apache/mxnet/issues/8270#issuecomment-411628132,cclauss,2018-08-09 03:50:23,8270,[12295],Version compatibility bug,0,"With the merge of #11982, flake8 (on Python 3) is now down to 10 undefined names: [flake8]([url] testing of [url] on Python 3.7.0 $ __flake8 . --count --select=E901,E999,F821,F822,F823 --show-source --statistics__ ``[code]``"
"`./python/mxnet/base.py:735:12: F821 undefined name 'C'
    return C.c_int(init_val)
           ^
./python/mxnet/base.py:739:14: F821 undefined name 'C'
    x_addr = C.addressof(x)
             ^
./python/mxnet/base.py:740:13: F821 undefined name 'C'
    int_p = C.POINTER(C.c_int)
            ^
./python/mxnet/base.py:740:23: F821 undefined name 'C'
    int_p = C.POINTER(C.c_int)
                      ^
./python/mxnet/base.py:741:18: F821 undefined name 'C'
    x_int_addr = C.cast(x_addr, int_p)
                 ^
`
@mkolod @KellenSunderland These have been introduced by the TensorRT commit. Could you have a look at these?",IssueComment,https://github.com/apache/mxnet/issues/8270#issuecomment-412399056,vandanavk,2018-08-13 03:21:55,8270,[12295],Version compatibility bug,0,[code] @mkolod @KellenSunderland These have been introduced by the TensorRT commit. Could you have a look at these?
@vandanavk Taking a look.,IssueComment,https://github.com/apache/mxnet/issues/8270#issuecomment-412441700,KellenSunderland,2018-08-13 08:15:12,8270,[12295],Version compatibility bug,0,@vandanavk Taking a look.
@vandanavk Thanks for the catch!  Should be addressed in https://github.com/apache/incubator-mxnet/pull/12147,IssueComment,https://github.com/apache/mxnet/issues/8270#issuecomment-412489332,KellenSunderland,2018-08-13 11:35:26,8270,[12295],Version compatibility bug,0,@vandanavk Thanks for the catch! Should be addressed in [url]
"Thanks @KellenSunderland 

@cclauss I don't see the errors
```
./tests/python/unittest/test_engine_import.py:33:13: F821 undefined name 'reload'
            reload(mxnet)
            ^
./tests/nightly/model_backwards_compatibility_check/common.py:216:12: F821 undefined name 'cmp'
    return cmp(normalize(version1), normalize(version2))
```
I've tried flake8 and pylint, Python2 and Python3.

Although I do see 
```
************* Module mxnet.ndarray
python/mxnet/ndarray/__init__.py(34): [E0602 ] Undefined variable 'ndarray'
************* Module mxnet.symbol
python/mxnet/symbol/__init__.py(31): [E0602 ] Undefined variable 'symbol'
```
After these are fixed, I'll add ""undefined-variable"" to pylintrc in the CI build. This will check future commits to python/mxnet.",IssueComment,https://github.com/apache/mxnet/issues/8270#issuecomment-413254384,vandanavk,2018-08-15 16:31:32,8270,[12295],Version compatibility bug,0,"Thanks @KellenSunderland @cclauss I don't see the errors ``[code]`[code]`[code]`` After these are fixed, I'll add ""undefined-variable"" to pylintrc in the CI build. This will check future commits to python/mxnet."
"* reload(): https://docs.python.org/3/whatsnew/3.0.html#builtins
    * Was moved to https://docs.python.org/3/library/importlib.html#importlib.reload
* cmp(): https://docs.python.org/3/whatsnew/3.0.html#ordering-comparisons
    * http://python-future.org/compatible_idioms.html#cmp has a formula for building your own __cmp()__",IssueComment,https://github.com/apache/mxnet/issues/8270#issuecomment-413258613,cclauss,2018-08-15 16:44:55,8270,[12295],Version compatibility bug,0,* reload(): [url]#builtins * Was moved to [url]#importlib.reload * cmp(): [url]#ordering-comparisons * [url]#cmp has a formula for building your own __cmp()__
"See PEP8 for reasons why star imports are for the birds...  

On the `python/mxnet/ndarray/__init__.py` issue, you could try adding a line `from .ndarray import __all__ as ndarray___all__` and then below replace `ndarray.__all__` with `ndarray___all__` .
",IssueComment,https://github.com/apache/mxnet/issues/8270#issuecomment-413264002,cclauss,2018-08-15 17:01:22,8270,[12295],Version compatibility bug,0,"See PEP8 for reasons why star imports are for the birds... On the [code] issue, you could try adding a line [code] and then below replace [code] with [code] ."
"* #12191 should fix __cmp()__
* #12188 Should fix __reload()__
* https://github.com/apache/incubator-mxnet/commit/f3070fbe04b94e9715ef950cb33ce3402be5c077#r30092025 added three new undefined names

[flake8](http://flake8.pycqa.org) testing of https://github.com/apache/incubator-mxnet on Python 3.7.0

$ __flake8 . --count --select=E901,E999,F821,F822,F823 --show-source --statistics__
```
./amalgamation/python/mxnet_predict.py:68:40: F821 undefined name 'libinfo_py'
                libinfo = {'__file__': libinfo_py}
                                       ^
./amalgamation/python/mxnet_predict.py:69:35: F821 undefined name 'libinfo_py'
                exec(compile(open(libinfo_py, ""rb"").read(), libinfo_py, 'exec'), libinfo, libinfo)
                                  ^
./amalgamation/python/mxnet_predict.py:69:61: F821 undefined name 'libinfo_py'
                exec(compile(open(libinfo_py, ""rb"").read(), libinfo_py, 'exec'), libinfo, libinfo)
                                                            ^
./tests/python/unittest/test_engine_import.py:33:13: F821 undefined name 'reload'
            reload(mxnet)
            ^
./tests/nightly/model_backwards_compatibility_check/common.py:216:12: F821 undefined name 'cmp'
    return cmp(normalize(version1), normalize(version2))
           ^
5     F821 undefined name 'libinfo_py'
6
```",IssueComment,https://github.com/apache/mxnet/issues/8270#issuecomment-413354049,cclauss,2018-08-15 22:08:06,8270,[12295],Version compatibility bug,0,"* #12191 should fix __cmp()__ * #12188 Should fix __reload()__ * [url]#r30092025 added three new undefined names [flake8]([url] testing of [url] on Python 3.7.0 $ __flake8 . --count --select=E901,E999,F821,F822,F823 --show-source --statistics__ ``[code]``"
